"Горный Воздух (ОП.)","О ","Северо-Кавказская",532951,,,
"Горный Лен","П 3,8Н,10Н","Южно-Уральская",814903,"Никель-146, Карталы I-405",,
"Гороблагодатская","Б 3","Свердловская",772607,"ТП",,
"Горовастица","О ","Октябрьская",69256,"Соблаго-82, Бологое-Московское-72",,
"Городок Иванова (ОП.)","О ","Северо-Кавказская",541113,,,
"Городок ПМС (ОП.)","О ","Красноярская",887815,,,
"Городская (ОП.)","О ","Красноярская",886348,,,
"Городская (ОП.)","О ","Горьковская",240029,,,
"Горожанка (ОП.)","О ","Московская",204215,,,
"Гороховец","Б 1,3,4","Горьковская",264004,"Нижний Новгород-Сортировочный-70, Ковров I-108",,
"Горская (ОП.)","О ","Октябрьская",39015,,,
"Горушки (ОП.)","О ","Октябрьская",55408,,,
"Горушки-Невельские","О ","Октябрьская",67123,"Невель I-5, Новосокольники-39",,
"Горхон","П 1,3","Восточно-Сибирская",938203,"Заудинский-101, Карымская-544",,
"Горшечное","П 1,3","Юго-Восточная",595202,"Старый Оскол-31, Елец-156",,
"Горы","О ","Октябрьская",30222,"ТП",,
"Горькая Балка (ОП.)","О ","Северо-Кавказская",518013,,,
"Горьковское (ОП.)","О ","Октябрьская",39513,,,
"Горькоозерный (ОП.)","О ","Западно-Сибирская",837816,,,
"Горючка (рзд.)","О ","Приволжская",620870,"Саратов II-Товарный-50, Петров Вал-151",,
"Горятино (ОП.)","Б ","Октябрьская",44831,,,
"Горячий Ключ","Б 1,3,4","Северо-Кавказская",524207,"Краснодар I-65, Туапсе-Сортировочная-81",,
"Горячий Ключ (рзд.)","О ","Восточно-Сибирская",905727,"Лена-671, Новый Ургал-1941",,
"Госпиталь (ОП.)","О ","Северо-Кавказская",535733,,,
"Гостагаевская (рзд.)","О ","Северо-Кавказская",522818,"Крымская-84, Тимашевская-188",,
"Гостеприимная (ОП.)","О ","Южно-Уральская",815018,,,
"Гостинополье (ОП.)","О ","Октябрьская",45497,,,
"Гостицы (ОП.)","О ","Октябрьская",72969,,,
"Гостищево","Б 1,3,4","Юго-Восточная",434706,"Сараевка-71, Белгород-23",,
"Гостовская","Б 3","Северная",308109,"Галич-268, Котельнич I-101",,
"Гостомля (ОП.)","О ","Московская",205434,,,
"Гостюхино (ОП.)","О ","Горьковская",263340,,,
"Готня","Б 1","Юго-Восточная",436400,"ТП",,
"Гоуджекит (рзд.)","О ","Восточно-Сибирская",903115,"Лена-307, Новый Ургал-2272",,
"Гошок (ОП.)","О ","Восточно-Сибирская",934725,,,
"ГПЗ (ОП.)","О ","Приволжская",620719,,,
"Грабово","Б 1,3","Куйбышевская",630603,"Рузаевка-120, Пенза I-22",,
"Гравийный (ОП.)","О ","Свердловская",781911,,,
"Гражданская","О ","Московская",196201,"ТП",,
"Гранит (ОП.)","О ","Западно-Сибирская",860511,,,
"Граница 2454 км (БП.)","Х ","Северо-Кавказская",544817,"Дербент-40",,
"Гранки (ОП.)","О ","Московская",227221,,,
"Графитовая","О ","Южно-Уральская",802516,"Шарташ-162, Электростанция-88",,
"Графская","П 1,3","Юго-Восточная",590406,"Грязи-Воронежские-75, Отрожка-33",,
"Грачевка","Б ","Южно-Уральская",810334,"Кинель-33, Красногвардеец II-115",,
"Грачи","П 3","Северо-Кавказская",587808,"Лихая-71, Морозовская-79",,
"Гребенская","П ","Дальневосточная",995422,"Корсаков-236, Холмск-229",,
"Греблово (ОП.)","О ","Октябрьская",56415,,,
"Гредякино (ОП.)","О ","Московская",173623,,,
"Гремячая","Б 3,6,8Н,10Н","Приволжская",612709,"Волгоград II-165, Куберле-129",,
"Гремячий (ОП.)","О ","Восточно-Сибирская",934626,,,
"Гремячий Ключ","Б ","Куйбышевская",644324,"Сызрань I-71, Ульяновск-Центральный-79",,
"Гремячка (ОП.)","О ","Московская",213712,,,
"Греческий","Б ","Северо-Кавказская",533738,"Армавир-Ростовский-224, Туапсе-Сортировочная-10",,
"Гречишкино","П 1,3,4","Северо-Кавказская",526005,"Кавказская-32, Краснодар I-104",,
"Грибаниха","О ","Северная",296012,"Обозерская-118, Беломорск-235",,
"Грибановка","П 3","Юго-Восточная",598906,"Грязи-Воронежские-192, Поворино-45",,
"Гриблянка","О ","Октябрьская",52433,"Бологое-Московское-46, Сонково-147",,
"Грибная (ОП.)","О ","Красноярская",880074,,,
"Грибное (ОП.)","О ","Октябрьская",30129,,,
"Гривенная (рзд.)","О ","Северо-Кавказская",512731,"Горная-10, Замчалово-51",,
"Гривка (рзд.)","О ","Московская",171026,"Занозная-29, Духовская-121",,
"Гривно","О 1,3,8Н,10Н,11Н,12Н","Московская",190807,"Люблино-Сортировочное-40, Столбовая-13",,
"Григорово (ОП.)","О ","Московская",194687,,,
"Григорополисская","П 3","Северо-Кавказская",526400,"Кавказская-41, Прохладная-392",,
"Григорьевская","Б ","Свердловская",762569,"Пермь-Сортировочная-60, Пибаньшур-156",,
"Гридасово (ОП.)","О ","Юго-Восточная",437210,,,
"Гриневка (ОП.)","О ","Московская",205114,,,
"Гринево","Б ","Московская",203176,"Унеча-45, Витемля (оп)-35",,
"Грицово (ОП.)","О ","Московская",226534,,,
"Гришево","П ","Восточно-Сибирская",931312,"Тайшет-546, Иркутск-Пассажирский-124",,
"Гришинский (ОП.)","О ","Юго-Восточная",607217,,,
"Гришковский (рзд.)","Х ","Северо-Кавказская",522313,"Тимашевская-37, Крымская-83",,
"Гродеково","П 1,2,3,4,5,8,10","Дальневосточная",989205,"Воздвиженский-79, Гродеково (ЗЧ)-21",,
"Гродеково (ЗЧ) (эксп.)",,"Дальневосточная",989402,"ТП",,
"Гродеково (КЖД) (эксп.)",,"Дальневосточная",989309,"ТП",,
"Гродеково II","О 1","Дальневосточная",989101,"Воздвиженский-72, Гродеково (ЗЧ)-28",,
"Гродненский",,"Московская",206333,"Льгов-Киевский-35, Готня-87",,
"Грознефтяная","Б ","Северо-Кавказская",541058,"Гудермес-38",,
"Грозный","П 1,2,3,4","Северо-Кавказская",540002,"Гудермес-36",,
"Громадская","О 1,3","Красноярская",893002,"Тайшет-274, Уяр-13",,
"Громово","О ","Куйбышевская",635931,"Сызрань I-44, Сенная-127",,
"Громово","Б 1","Октябрьская",22705,"Ручьи-95, Хийтола-71",,
"Гротовский","П ","Юго-Восточная",603216,"Павелец-Тульский-35, Раненбург-45",,
"Грудинино (ОП.)","О ","Московская",176710,,,
"Груздевка","Б ","Западно-Сибирская",834042,"Татарская-262, Обь-179",,
"Грузди","Б ","Свердловская",767517,"Няр-80, Чусовская-24",,
"Грузино","Б 1,3","Октябрьская",37607,"Ручьи-38, Хийтола-128",,
"Грузовой Двор (ОП.)","О ","Восточно-Сибирская",935741,,,
"Грунин Воргол","П ","Юго-Восточная",593419,"Елец-46, Волово-92",,
"Грушевая (эксп.)",,"Северо-Кавказская",521105,"Крымская-22",,
"Грушевая",3,"Северо-Кавказская",521707,"Крымская-22",,
"Грушевое","О ","Дальневосточная",973419,"Хабаровск I-369, Сибирцево-217",,
"Грушевский Антрацит","О ","Северо-Кавказская",512924,"Горная-30, Кизитеринка-71",,
"ГРЭС (ОП.)","О ","Московская",226318,,,
"ГРЭС","Б 3","Свердловская",773402,"Гороблагодатская-54, Серов-Сортировочный-160",,
"Гряды","О ","Октябрьская",41852,"Окуловка-107, Чудово-Московское-24",,
"Грязи-Волгоградские","О 1,3,5,6","Юго-Восточная",597706,"Грязи-Воронежские-1, Поворино-236",,
"Грязи-Воронежские","П 1,2,3,4","Юго-Восточная",591907,"ТП",,
"Грязи-Орловские","Б ","Юго-Восточная",592011,"Грязи-Воронежские-5, Елец-110",,
"Грязная Падь (ОП.)","О ","Восточно-Сибирская",923123,,,
"Грязновская","Б ","Свердловская",793247,"Шарташ-75, Богданович-20",,
"Грязный (ОП.)","О ","Красноярская",892480,,,
"Грязовец","П 1,3","Северная",303209,"Данилов-92, Вологда I-47",,
"Губаха","О 1,3,10Н,11Н,12Н","Свердловская",767902,"Няр-22, Чусовская-82",,
"Губаха-Пассажирская","П ","Свердловская",767810,"Няр-29, Чусовская-75",,
"Губерля (ОП.)","О ","Южно-Уральская",813811,,,
"Губерово","П 1,3","Дальневосточная",972702,"Хабаровск I-316, Сибирцево-270",,
"Губино","О ","Куйбышевская",644146,"Сызрань I-16, Ульяновск-Центральный-134",,
"Губкин","Б 1,3","Юго-Восточная",438001,"Сараевка-68, Старый Оскол-25",,
"Губкин-Пассажирский (ОП.)","Б ","Юго-Восточная",437949,,,
"Гудачи","Б 3","Забайкальская",952304,"Бамовская-165, Белогорск-427",,
"Гудермес","П 1,2,3,4","Северо-Кавказская",542600,"ТП",,
"Гудермес-Западный (ОП.)","О ","Северо-Кавказская",542544,,,
"Гужевое (ОП.)","Б ","Свердловская",792140,,,
"Гузятино","П 3","Октябрьская",54800,"Дно-246, Бологое-Московское-11",,
"Гуково","Б 1,3","Северо-Кавказская",580404,"Замчалово-14, Гуково-4",,
"Гуково (эксп.)",,"Северо-Кавказская",589502,"ТП",,
"Гулькевичи","П 1,3,4","Северо-Кавказская",529605,"Кавказская-14, Армавир-Ростовский-52",,
"Гуляево (ОП.)","О ","Горьковская",276124,,,
"Гумбейка","Б 3","Южно-Уральская",817304,"Карталы I-105, Карламан-347",,
"Гумны (ОП.)","О ","Юго-Восточная",438317,,,
"Гумрак","Б 1,3","Приволжская",610603,"ТП",,
"Гуреевский (зк.) (рзд.)","Х ","Горьковская",241924,"Окатово-49",,
"Гурово (рзд.)","О ","Приволжская",613612,"Иловля I-103, Поворино-171",,
"Гурское","П 1,3","Дальневосточная",966203,"Комсомольск-Сортировочный-131, Ванино-322",,
"Гурьевск","1,3","Западно-Сибирская",862502,"Артышта I-75, Проектная-47",,
"Гурьевск-Новый","Б 1,3","Калининградская",104407,"Советск-108, Калининград-Сортировочный-16",,
"Гусев","П 1,3,4","Калининградская",100707,"Черняховск-25, Нестеров-36",,
"Гусевская (ОП.)","О ","Московская",220063,,,
"Гусино","Б 1,3","Московская",171308,"Москва-Товарная-Смоленская-46, Красное-25",,
"Гусиное Озеро","П 1,3","Восточно-Сибирская",936405,"Заудинский-151, Наушки (КЖД)-102",,
"Гусиный Брод (ОП.)","О ","Западно-Сибирская",852021,,,
"Густафьево (ОБП.)","О ","Западно-Сибирская",830018,"Татарская-150, Карбышево I-24",,
"Гусь-Хрустальный","П 1,2,3,8","Горьковская",242202,"Владимир-63, Окатово-15",,
"Гуторово (ОП.)","О ","Юго-Восточная",437333,,,
"Гущино","О ","Октябрьская",66652,"Великие Луки-19, Новосокольники-10",,
"Гыршелун","Б 1,3","Забайкальская",941009,"Карымская-343, Заудинский-302",,
"Дабан","О ","Восточно-Сибирская",903187,"Лена-293, Новый Ургал-2286",,
"Дабужа","Б ","Московская",187310,"Сухиничи-37, Занозная-36",,
"Давлеканово","Б 1,3,4,5","Куйбышевская",657108,"Кинель-386, Чишмы-49",,
"Давыдовка","П 1,3","Юго-Восточная",597509,"Отрожка-69, Лиски-21",,
"Давыдово","П 3","Московская",231706,"Куровская-6, Орехово-Зуево-22",,
"Дагестанские Огни","П 1,2,3","Северо-Кавказская",544408,"Махачкала-118, Дербент-11",,
"Дагомыс (рзд.)","Б ","Северо-Кавказская",532932,"Туапсе-Сортировочная-69, Веселое-47",,
"Дайчи (рзд.)","Х ","Дальневосточная",967028,"Комсомольск-Сортировочный-371, Ванино-82",,
"Дакка (рзд.)","Х ","Дальневосточная",966538,"Ванино-206, Комсомольск-Сортировочный-247",,
"Дактуй","О 3","Забайкальская",952605,"Бамовская-255, Белогорск-337",,
"Далай (ОП.)","О ","Красноярская",893549,,,
"Далматово","П 1,3","Южно-Уральская",827602,"Курган-192, Каменск-Уральский -69",,
"Дальневосточный (рзд.)","П ","Дальневосточная",964227,"Волочаевка I-99, Комсомольск-Сортировочный-231",,
"Дальнее","О ","Дальневосточная",990715,"Корсаков-45, Холмск-272",,
"Дальнереченск I","П 1,2,3,4,5,8Н,10Н","Дальневосточная",972806,"Хабаровск I-352, Сибирцево-234",,
"Дальнереченск II","О 1,3","Дальневосточная",973809,"Дежневка-395, Сибирцево-229",,
"Дальний (рзд.)","О ","Западно-Сибирская",846020,"Барнаул-96, Кулунда-247",,
"Данилов","Б 1,2,3,4","Северная",311101,"ТП",,
"Даниловская (ОП.)","О ","Московская",233928,,,
"Данков","П 3","Юго-Восточная",594206,"Лев Толстой-24, Волово-93",,
"Дарасун","П 1,2,3,4","Забайкальская",942904,"Карымская-30, Заудинский-615",,
"Дарга (ОП.)","О ","Дальневосточная",963845,,,
"Дарг-Кох","Б 1,3","Северо-Кавказская",538202,"Прохладная-61",,
"Даровица (рзд.)","О ","Горьковская",268151,"Галич-360, Котельнич I-9",,
"Дарьино (рзд.)","О ","Куйбышевская",652439,"Карламан-56, Сакмарская-263",,
"Датта","О ","Дальневосточная",966523,"Комсомольск-Сортировочный-259, Ванино-194",,
"Даурия","П 1,3","Забайкальская",946604,"Борзя-66, Забайкальск (ЗЧ)-53",,
"Дача Долгорукова (перев.)",,"Октябрьская",33606,"Санкт-Петербург-Балтийский-0",,
"Дача Долгорукова","Б 1,3,8Н,10Н","Октябрьская",37109,"Санкт-Петербург-Балтийский-0",,
"Дача Долгорукова (эксп.)",,"Октябрьская",36708,"Санкт-Петербург-Балтийский-0",,
"Дачи (ОП.)","О ","Красноярская",886672,,,
"Дачная (ОП.)","О ","Восточно-Сибирская",937643,,,
"Дачная (ОП.)","О ","Восточно-Сибирская",932940,,,
"Дачная (ОП.)","О ","Куйбышевская",637922,,,
"Дачная (ОП.)","О ","Московская",181013,,,
"Дачная (ОП.)","О ","Красноярская",893727,,,
"Дачная (ОП.)","О ","Красноярская",887711,,,
"Дачная I (ОП.)","О ","Московская",170127,,,
"Дачная II (ОП.)","О ","Московская",170131,,,
"Дачное (ОП.)","О ","Октябрьская",34524,,,
"Дачное (ОП.)","О ","Московская",182266,,,
"Дачный (ОП.)","О ","Забайкальская",942514,,,
"Дачный (ОП.)","О ","Восточно-Сибирская",920137,,,
"Дашково","Б ","Куйбышевская",632312,"Вернадовка-10, Ряжск I-169",,
"Движенец (рзд.)","О ","Южно-Уральская",807011,"Бердяуш-40, Дружинино-213",,
"Двоеглазово (ОП.)","О ","Красноярская",892211,,,
"Двойная","П 1,3","Северо-Кавказская",519001,"Сальск-68, Куберле-22",,
"Дворец","П 1,2,3,4","Октябрьская",55605,"Дно-190, Бологое-Московское-67",,
"Дворец Спорта (ОП.)","О ","Приволжская",610099,,"Волгоград 1 - 7 км, Разгуляевка - 19 км",
"Дворики","П ","Юго-Восточная",593739,"Лев Толстой-100, Волово-17",,
"Дворцовый (ОП.)","О ","Северо-Кавказская",531342,,,
"Двубратский (рзд.)","О ","Северо-Кавказская",525816,"Кавказская-65, Краснодар I-71",,
"Двулучное (ОП.)","О ","Юго-Восточная",439729,,,
"Деболовская","О ","Северная",314218,"Александров-98, Ярославль-Главный-72",,
"Дебри (ОБП.)","О ","Северо-Кавказская",530034,"Тихорецкая-327, Прохладная-86",,
"Дебрянский (рзд.)","О ","Московская",174630,"Занозная-58, Вязьма-41",,
"Девино (ОП.)","О ","Западно-Сибирская",860530,,,
"Девичье (ОП.)","О ","Московская",203871,,,
"Девяткино","Б ","Октябрьская",38027,"Ручьи-5, Хийтола-161",,
"Девятое Января (рзд.)","Х ","Московская",214414,"Горбачево-31, Курск-77",,
"Дегтяревский (рзд.)","Б ","Северо-Кавказская",530744,"Армавир-Ростовский-89, Прохладная-220",,
"Дегунино (ОП.)","О ","Московская",196038,,,
"Дедеркой (ОП.)","О ","Северо-Кавказская",533329,,,
"Дедилово","Б 3","Московская",212103,"Плеханово-48, Узловая I-5",,
"Дедовичи","Б 1,2,3","Октябрьская",57403,"Дно-32, Новосокольники-144",,
"Дедовск","Б 1,3,8Н","Московская",196803,"Подмосковная-29, Манихино I-14",,
"Дедогор (ОП.)","О ","Свердловская",771322,,,
"Дедюево (ОП.)","О ","Западно-Сибирская",871111,,,
"Дежневка","Б ","Дальневосточная",963525,"ТП",,
"Дельбичинда (рзд.)","О ","Восточно-Сибирская",903011,"Лена-276, Новый Ургал-2303",,
"Дельта","Б ","Приволжская",617238,"Аксарайская-18, Кизилюрт-461",,
"Делюр","О ","Восточно-Сибирская",923138,"Тайшет-443, Иркутск-Пассажирский-227",,
"Дема","Б 1,3","Куйбышевская",650005,"ТП",,
"Демченко (рзд.)","О ","Дальневосточная",916124,"Тында-712, Новый Ургал-239",,
"Демщино (ОП.)","О ","Московская",170733,,,
"Демьянка","Б 3,8Н,10Н,11Н,12Н","Свердловская",796601,"Войновка-402",,
"Демьяновка","О ","Забайкальская",955656,"Белогорск-149, Волочаевка I-520",,
"Демьяс","О 3","Приволжская",628302,"Ершов-69, Озинки-65",,
"Денежниково","О 3","Московская",223201,"Рыбное-40, Ряжск I-93",,
"Денискино","О ","Куйбышевская",647233,"Ульяновск-Центральный-258, Акбаш-90",,
"Денисово (ОП.)","О ","Горьковская",263828,,,
"Денисовский",3,"""ОАО АК """"Железные дороги Якутии""""""",913507,"Нерюнгри-Грузовая-11","ЖДЯ",
"Депо (ОП.)","О ","Свердловская",770014,,,
"Депо (ОП.)","О ","Московская",197050,,,
"Депо (ОП.)","О ","Красноярская",880784,,,
"Депо (ОП.)","О ","Восточно-Сибирская",923918,,,
"Депо (ОП.)","О ","Московская",191458,,,
"Депо (ОП.)","О ","Московская",237914,,,
"Депо (ОП.)","О ","Западно-Сибирская",841135,,,
"Депо (ОП.)","О ","Приволжская",620052,,,
"Депо (ОП.)","О ","Восточно-Сибирская",924431,,,
"Депо (ОП.)","О ","Северная",310024,,,
"Депо (ОП.)","О ","Дальневосточная",970425,,,
"Депо Карталы (ОП.)","О ","Южно-Уральская",816285,,,
"Депо Магнитогорск (ОП.)","О ","Южно-Уральская",817511,,,
"Депо Фаянсовая (ОП.)","О ","Московская",186958,,,
"Деповская (ОП.)","О ","Московская",200036,,,
"Деповская (ОП.)","О ","Западно-Сибирская",830732,,,
"Деповская (ОП.)","О ","Красноярская",886210,,,
"Дербеневская (ОП.)","О ","Московская",193449,,,
"Дербент","П 2,3,4,5","Северо-Кавказская",544501,"ТП",,
"Дербетовка","П 3","Северо-Кавказская",528405,"Кавказская-281, Прохладная-362",,
"Дербышки","Б 3","Горьковская",251004,"ТП",,
"Деревеньки (ОП.)","О ","Московская",206348,,,
"Деревня Ганзурино (ОП.)","О ","Восточно-Сибирская",935991,,,
"Деревня Копьево (ОП.)","О ","Красноярская",885218,,,
"Деревянка","П 3","Октябрьская",49801,"Лодейное Поле-130, Петрозаводск-30",,
"Деревянковка","П 3","Северо-Кавказская",515903,"Ейск-45, Тимашевская-62",,
"Дерюгино","Б 3","Московская",204802,"Навля-83, Арбузово-26",,
"Десна","О 3","Дальневосточная",968302,"Ванино-23, Комсомольск-Сортировочный-476",,
"Десс (рзд.)","О ","Дальневосточная",912824,"Тында-178, Новый Ургал-773",,
"Детково",3,"Московская",190703,"Столбовая-4, Михнево-34",,
"Детская (ОП.)","О ","Московская",235213,,,
"ДЕТСКОСЕЛЬСКАЯ (ОП.)","О ","Октябрьская",32711,,,
"Дея (ОП.)","О ","Забайкальская",956324,,,
"Джабык","Б 3","Южно-Уральская",817102,"Карталы I-58, Карламан-394",,
"Джалка","Б ","Северо-Кавказская",541429,"Гудермес-10",,
"Джамку","Б 3","Дальневосточная",918604,"Комсомольск-Сортировочный-0",,
"Джанкой","П 1,3","""ФГУП """"КЖД""""""",856200,"ТП",,
"Джаныбек","П 3","Приволжская",618809,"Красный Кут-172, Верхний Баскунчак-134",,
"Джармен","О ","Дальневосточная",963826,"Волочаевка I-21, Комсомольск-Сортировочный-309",,
"Джатва (ОП.)","О ","Забайкальская",953237,,,
"Джебь (рзд.)","О ","Красноярская",888733,"Тигей-229, Саянская-193",,
"Джегута","Б 1,3","Северо-Кавказская",531200,"Армавир-Ростовский-144, Прохладная-275",,
"Джелингра (рзд.)","О ","Дальневосточная",910922,"Тында-45, Новый Ургал-906",,
"Джелюмкен","П ","Дальневосточная",964034,"Волочаевка I-56, Комсомольск-Сортировочный-274",,
"Джерелиевка","Б 1,3,4","Северо-Кавказская",516605,"Тимашевская-28",,
"Джетка (рзд.)","О ","Красноярская",888822,"Тигей-268, Саянская-154",,
"Джигдаси","О ","Дальневосточная",966612,"Комсомольск-Сортировочный-293, Ванино-160",,
"Джигинский (ОП.)","О ","Северо-Кавказская",522714,,,
"Джида","П 1,3","Восточно-Сибирская",936602,"Заудинский-204, Наушки (КЖД)-49",,
"Джиктанда","О ","Забайкальская",952179,"Бамовская-106, Белогорск-486",,
"Джинтуй (рзд.)","О ","Северная",288136,"Сосногорск-331",,
"Дзелинда (ОП.)","О ","Восточно-Сибирская",903416,,,
"Дземги (эксп.)",,"Дальневосточная",968603,"Ванино-477, Комсомольск-Сортировочный-24",,
"Дземги (перев.)",,"Дальневосточная",968800,"Ванино-477, Комсомольск-Сортировочный-24",,
"Дземги","П 3,6","Дальневосточная",968707,"Ванино-477, Комсомольск-Сортировочный-24",,
"Дзержинск","П 2,3,5,8Н,10Н,11Н,12Н","Горьковская",264704,"Нижний Новгород-Сортировочный-25, Ковров I-153",,
"Дзержинская (ОП.)","О ","Свердловская",761015,,,
"Дзержинская (ОП.)","О ","Московская",194511,,,
"Дзержинская-Новая (эксп.)",,"Калининградская",101201,"ТП",,
"Дзержинская-Новая","О 1,3,8,10,11,12,К","Калининградская",102505,"Калининград-Сортировочный-4",,
"Диабазовый (рзд.)","О 3","Восточно-Сибирская",926507,"Лена-331, Тайшет-755",,
"Дибуны (ОП.)","О ","Октябрьская",38826,,,
"Дивенская","Б 1,2,4","Октябрьская",72301,"Гатчина-Варшавская-40, Луга I-53",,
"Дивизионная","Б 1,3","Восточно-Сибирская",935402,"Иркутск-Пассажирский-449, Улан-Удэ-7",,
"Дивногорск","Б 3,8Н,10Н","Красноярская",891702,"Уяр-156, Ачинск I-219",,
"Дивногорская (ОП.)","О ","Юго-Восточная",581820,,,
"Дивное","П 1,3","Северо-Кавказская",528509,"Кавказская-306, Прохладная-387",,
"Дивное-Новое (ОП.)","Б ","Калининградская",100514,,,
"Дивово","Б ","Московская",234620,"Воскресенск-80, Рыбное-11",,
"Дивья","Б ","Свердловская",764757,"Левшино-27, Няр-129",,
"Дидино (ОБП.)","О ","Свердловская",781432,"Дружинино-19, Екатеринбург-Сортировочный-56",,
"Дизьмино (ОП.)","О ","Горьковская",274311,,,
"Дикая","О ","Северная",301720,"Вологда I-25, Череповец I-99",,
"Димитровград","П 1,2,3,4,5","Куйбышевская",646207,"Ульяновск-Центральный-96, Акбаш-252",,
"Динамо (ОП.)","О ","Московская",234865,,,
"Динская","П 1,3","Северо-Кавказская",524601,"Тихорецкая-107, Краснодар I-29",,
"Диньшур","О ","Горьковская",275812,"Поздино-230, Пибаньшур-16",,
"Дипкун","Б 3","Дальневосточная",912307,"Тында-163, Новый Ургал-788",,
"Дишня","О ","Московская",217610,"Орел-72, Верховье-20",,
"Дмитриевка (ОП.)","Б ","Приволжская",615016,,,
"Дмитриев-Льговский","П 1,2,3","Московская",204906,"Навля-95, Арбузово-14",,
"Дмитриевская (ОП.)","О ","Юго-Восточная",435643,,,
"Дмитров (перев.)",,"Московская",238705,"Икша-20",,
"Дмитров","П 1,3,8","Московская",238404,"ТП",,
"Дмитровская (ОП.)","О ","Московская",196112,,,
"Дмитротарановский (ОП.)","О ","Юго-Восточная",434246,,,
"Дно","Б 1,2,3,4","Октябрьская",56701,"ТП",,
"Добрая Воля (ОП.)","О ","Юго-Восточная",435569,,,
"Добрик (ОП.)","О ","Московская",203022,,,
"Добринка","Б 1,3","Юго-Восточная",598003,"Грязи-Воронежские-53, Поворино-184",,
"Добрино (ОП.)","Б ","Калининградская",104356,,,
"Доброволец (рзд.)","О ","Приволжская",623811,"Сенная-73, Трофимовский I-54",,
"Добромино","О ","Московская",170625,"Занозная-114, Духовская-36",,
"Добручи (ОП.)","О ","Октябрьская",72935,,,
"Добрянка","О 3","Свердловская",764901,"Левшино-70, Няр-130",,
"Добрятино","Б 3","Горьковская",243309,"Нечаевская-46, Муром I-45",,
"Добывалово","Б 1","Октябрьская",55107,"Дно-219, Бологое-Московское-38",,
"Догадаево (ОП.)","О ","Красноярская",894010,,,
"Догадцево (ОП.)","О ","Северная",310912,,,
"Дозмер (рзд.)","О ","Северная",287519,"Сосногорск-175",,
"Докторовка (ОП.)","О ","Приволжская",623559,,,
"Докшукино","Б 3,8Н","Северо-Кавказская",537809,"Прохладная-35",,
"Долаково","Б ","Северо-Кавказская",538816,"Прохладная-92",,
"Долбино","П 1,3","Юго-Восточная",434405,"Белгород-20, Красный Хутор-20",,
"Долгая","Б 1,2,3,4","Московская",219009,"Верховье-108, Мармыжи-23",,
"Долгопрудная (ОП.)","О ","Московская",237825,,,
"Долгоруково","П 1,3","Юго-Восточная",596807,"Елец-51, Касторная-Курская-77",,
"Долгоруково-Западное","О ","Калининградская",102219,"Багратионовск-10",,
"Долгушино",3,"Горьковская",271309,"Котлас-Узловой-369, Матанцы-26",,
"Должниково (БП.)","О ","Куйбышевская",642164,"Инза-21, Новообразцовое-166",,
"Долина Очарования (рзд.)","О ","Северо-Кавказская",524211,"Краснодар I-72, Туапсе-Сортировочная-74",,
"Долиничи (ОП.)","О ","Горьковская",271830,,,
"Долинск","П 1,3","Дальневосточная",992000,"Корсаков-82, Холмск-223",,
"Дом Отдыха (ОП.)","О ","Забайкальская",953311,,,
"Доманник (ОБП.)","О ","Северная",285513,"Микунь-234, Сосногорск-21",,
"Домашевка","О ","Московская",184721,"Тихонова Пустынь-54, Сухиничи-33",,
"Домикан","П ","Забайкальская",957045,"Белогорск-185, Волочаевка I-424",,
"Домна","Б 3","Забайкальская",941901,"Карымская-131, Заудинский-514",,
"Домнино","Б ","Московская",216439,"Орел-16, Верховье-76",,
"Домовицы (рзд.)","О ","Северная",316016,"Нерехта-60, Ермолино-7",,
"Домодедово","Б 1,3,4","Московская",192906,"Коломенское-27, Михнево-37",,
"Дон","П 3","Юго-Восточная",592905,"Грязи-Воронежские-87, Елец-28",,
"Донгузская","П 3","Южно-Уральская",812202,"Оренбург-30, Канисай-47",,
"Дондуковская","П 1,3,4","Северо-Кавказская",535305,"Армавир-Ростовский-63, Туапсе-Сортировочная-171",,
"Донино (ОП.)","О ","Московская",194653,,,
"Донская","П 1,3","Приволжская",615500,"Им.Максима Горького-67, Морозовская-205",,
"Донская (эксп.)",,"Приволжская",615603,"Им.Максима Горького-67, Морозовская-205",,
"Донское-Новое","Б ","Калининградская",103851,"Калининград-Сортировочный-57, Советск-173",,
"Донховка (ОП.)","О ","Октябрьская",61146,,,
"Донцы (ОП.)","О ","Московская",228417,,,
"Дор (ОП.)","Б ","Октябрьская",51110,,,
"Дормидонтовка","Б ","Дальневосточная",971729,"Хабаровск I-95, Сибирцево-491",,
"Дорогино","Б 3","Западно-Сибирская",852604,"Инская-82, Среднесибирская-79",,
"Дорогобуж (ОП.)","Х ","Московская",172813,,,
"Дороговский (БП.)","О ","Северо-Кавказская",587742,"Лихая-62, Морозовская-88",,
"Дорожков (ОП.)","О ","Северо-Кавказская",529624,,,
"Доронинская","О 3","Октябрьская",61705,"Лихославль-48, Ховрино-170",,
"Дорохово","Б 1,3","Московская",183004,"Кубинка I-23, Вязьма-157",,
"Дорошиха","Б ","Октябрьская",61659,"Лихославль-37, Ховрино-159",,
"Дорурс (ОП.)","О ","Северо-Кавказская",513113,,,
"Досанг","П ","Приволжская",617647,"Верхний Баскунчак-182, Аксарайская-15",,
"Досатуй","П 1","Забайкальская",946002,"Борзя-210, Чернышевск-Забайкальский-245",,
